,masterIncidentNumber,responseDate,reason,problem,callDisposition,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,x,y,policePrecinct,neighborhood,lastUpdateDate
113792,19-053315,2019/02/23 22:23:06+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Female,44.98049,-93.23578,-10378959.52,5618450.456,2,Marcy Holmes,2019/02/25 08:20:38+00
113793,19-053321,2019/02/23 22:32:33+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Female,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2019/02/25 08:20:37+00
113794,19-053322,2019/02/23 22:32:37+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,East African,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2019/02/25 08:20:39+00
113795,19-053326,2019/02/23 22:33:37+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.90517,-93.27809,-10383669.61,5606604.512,5,Tangletown,2019/02/25 08:20:38+00
113796,19-053329,2019/02/23 22:37:15+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.96773,-93.24727,-10380238.21,5616443.405,1,Cedar Riverside,2019/02/25 08:20:38+00
113797,19-053337,2019/02/23 22:41:11+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,45.03844,-93.31296,-10387551.1,5627574.466,4,Victory,2019/02/25 08:20:38+00
113798,19-053343,2019/02/23 22:45:27+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.96531,-93.2425,-10379707.58,5616062.407,1,Cedar Riverside,2019/02/25 08:20:38+00
113799,19-053347,2019/02/23 22:48:46+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.9821,-93.24306,-10379770.28,5618703.606,2,Marcy Holmes,2019/02/25 08:20:38+00
113800,19-053364,2019/02/23 23:03:38+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.97741,-93.24436,-10379914.24,5617966.635,1,Cedar Riverside,2019/02/25 08:20:38+00
113801,19-053371,2019/02/23 23:07:37+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Male,44.98567844,-93.22693085,-10377974.47,5619267.131,2,Como,2019/02/25 08:20:37+00
113802,19-053393,2019/02/23 23:34:32+00,Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,44.9627,-93.29147,-10385159.41,5615651.252,5,Lowry Hill,2019/02/25 08:20:38+00
113803,19-053394,2019/02/23 23:36:54+00,Citizen / 9-1-1,Suspicious Person (P),TAG-Tagged,YES,NO,NO,Unknown,White,Male,44.97366129,-93.22790293,-10378082.68,5617375.948,2,University of Minnesota,2019/02/25 08:20:37+00
113804,19-053401,2019/02/23 23:45:52+00,Investigative,Suspicious Person (P),SNT-Sent,NO,NO,NO,Latino,Latino,Male,44.94835107,-93.26966558,-10382731.68,5613394.081,3,Central,2019/02/25 08:20:37+00
113805,19-053406,2019/02/23 23:50:54+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,NO,Unknown,Black,Male,44.98165497,-93.27196341,-10382987.47,5618633.899,1,Downtown West,2019/02/25 08:20:39+00
113806,19-053408,2019/02/23 23:55:05+00,Moving Violation,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,Black,Female,45.00591,-93.28493,-10384430.62,5622452.083,4,Hawthorne,2019/02/25 08:20:38+00
113807,19-053418,2019/02/24 00:06:05+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.01671,-93.29055,-10385056.57,5624152.329,4,McKinley,2019/02/25 08:20:38+00
113808,19-053426,2019/02/24 00:14:53+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.91606015,-93.21961014,-10377159.53,5608316.541,3,Ericsson,2019/02/25 08:20:36+00
113809,19-053450,2019/02/24 00:54:19+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.98999,-93.25422,-10381011.83,5619945.26,2,Nicollet Island - East Bank,2019/02/25 08:20:38+00
113810,19-053458,2019/02/24 01:05:46+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.0009,-93.25245,-10380815.18,5621663.354,2,Logan Park,2019/02/25 08:20:38+00
113811,19-053459,2019/02/24 01:07:33+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.97289,-93.22,-10377203.21,5617254.138,2,Prospect Park - East River Road,2019/02/25 08:20:38+00
113812,19-053462,2019/02/24 01:11:42+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Asian,Female,45.0009,-93.25627,-10381240.1,5621663.939,2,Logan Park,2019/02/25 08:20:38+00
113813,19-053470,2019/02/24 01:20:15+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.98381,-93.2441,-10379886.09,5618972.443,2,Marcy Holmes,2019/02/25 08:20:38+00
113814,19-053496,2019/02/24 01:43:17+00,Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Unknown,White,Female,44.94926,-93.30082,-10386199.33,5613536.972,5,East Isles,2019/02/25 08:20:38+00
113815,19-053503,2019/02/24 01:46:39+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Black,Female,45.00201285,-93.314608,-10387734.65,5621838.374,4,Willard - Hay,2019/02/25 08:20:37+00
113816,19-053518,2019/02/24 02:00:10+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,Black,Black,Male,44.9915029,-93.30508811,-10386674.9,5620183.891,4,Willard - Hay,2019/02/25 08:20:37+00
113817,19-053523,2019/02/24 02:10:19+00,Investigative,Suspicious Person (P),INF-Information,NO,YES,NO,Unknown,Native American,Female,44.92514,-93.21946,-10377142.51,5609743.461,3,Hiawatha,2019/02/25 08:20:38+00
113818,19-053532,2019/02/24 02:18:19+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,44.99239152,-93.24095899,-10379536.08,5620323.766,2,Beltrami,2019/02/25 08:20:37+00
113819,19-053541,2019/02/24 02:23:10+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,East African,East African,Male,44.96662,-93.24725,-10380236.49,5616267.36,1,Cedar Riverside,2019/02/25 08:20:38+00
113820,19-053548,2019/02/24 02:30:25+00,Investigative,Suspicious Person (P),SNT-Sent,NO,NO,NO,Unknown,White,Male,44.97758226,-93.2753473,-10383364.16,5617992.962,1,Downtown West,2019/02/25 08:20:37+00
113821,19-053552,2019/02/24 02:35:31+00,Equipment Violation,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,45.00013,-93.30443,-10386601.39,5621541.65,4,Jordan,2019/02/25 08:20:38+00
113822,19-053563,2019/02/24 03:05:45+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Male,44.93148601,-93.21913715,-10377106.88,5610741.802,3,Howe,2019/02/25 08:20:37+00
113823,19-053564,2019/02/24 03:07:11+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.9044821,-93.20887707,-10375964.73,5606496.661,3,Morris Park,2019/02/25 08:20:37+00
113824,19-053569,2019/02/24 03:15:33+00,Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,44.9769,-93.27223,-10383017.65,5617884.885,1,Downtown West,2019/02/25 08:20:38+00
113825,19-053579,2019/02/24 03:32:54+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Other,Other,Unknown,45.03511274,-93.29465074,-10385513.01,5627050.963,4,Webber - Camden,2019/02/25 08:20:39+00
113826,19-053584,2019/02/24 03:35:42+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.0168,-93.27134,-10382917.54,5624166.176,2,Marshall Terrace,2019/02/25 08:20:38+00
113827,19-053585,2019/02/24 03:36:55+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,45.01475,-93.31981,-10388314.02,5623843.61,4,Cleveland,2019/02/25 08:20:38+00
113828,19-053588,2019/02/24 03:41:08+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Black,Black,Male,45.02216098,-93.29372215,-10385409.64,5625010.954,4,Folwell,2019/02/25 08:20:39+00
113829,19-053592,2019/02/24 03:50:26+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,NO,NO,NO,Unknown,Latino,Male,44.9627,-93.28546,-10384489.6,5615650.853,5,Steven's Square - Loring Heights,2019/02/25 08:20:38+00
113830,19-053633,2019/02/24 06:35:00+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Unknown,44.92242842,-93.21796178,-10376976.04,5609317.685,3,Hiawatha,2019/02/25 08:20:37+00
113831,19-053680,2019/02/24 09:07:22+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,Black,Unknown,Male,44.96574682,-93.27275983,-10383076.13,5616130.635,5,Steven's Square - Loring Heights,2019/02/25 08:20:37+00
113832,19-053709,2019/02/24 10:14:02+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,45.008398,-93.28106549,-10384000.71,5622843.676,4,Hawthorne,2019/02/25 08:20:39+00
113833,19-053719,2019/02/24 10:34:20+00,Investigative,Attempt Pick-Up (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Female,45.0068497,-93.29431515,-10385475.66,5622599.896,4,Jordan,2019/02/25 08:20:37+00
113834,19-053734,2019/02/24 10:56:59+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,White,White,Male,44.97661215,-93.2623068,-10381912.5,5617840.299,1,Downtown West,2019/02/25 08:20:37+00
113835,19-053746,2019/02/24 11:16:42+00,Investigative,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Black,Black,Female,44.9626974,-93.25169552,-10380731.26,5615650.865,3,Ventura Village,2019/02/25 08:20:39+00
113836,19-053762,2019/02/24 11:42:12+00,Citizen / 9-1-1,Suspicious Vehicle (P),INF-Information,NO,NO,NO,Unknown,Unknown,Unknown,44.95281026,-93.32310642,-10388680.69,5614095.485,5,Cedar - Isles - Dean,2019/02/25 08:20:37+00
113837,19-053763,2019/02/24 11:42:33+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.98137672,-93.24786427,-10380304.77,5618590.109,2,Marcy Holmes,2019/02/25 08:20:36+00
113838,19-053773,2019/02/24 11:59:53+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,Black,Unknown,Male,45.01388443,-93.27012544,-10382782.87,5623707.571,2,Marshall Terrace,2019/02/25 08:20:36+00
113839,19-053814,2019/02/24 13:07:04+00,Investigative,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Black,Black,Male,45.00690264,-93.30441713,-10386600.2,5622608.231,4,Jordan,2019/02/25 08:20:37+00
113840,19-053841,2019/02/24 13:59:54+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,White,White,Female,44.973327,-93.24828175,-10380351.24,5617323.346,1,Cedar Riverside,2019/02/25 08:20:39+00
113841,19-053913,2019/02/24 15:53:22+00,Citizen / 9-1-1,Suspicious Vehicle (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,45.01590404,-93.23968414,-10379394.16,5624025.599,2,Audubon Park,2019/02/25 08:20:36+00
113842,19-053914,2019/02/24 15:53:43+00,Citizen / 9-1-1,Suspicious Person (P),INF-Information,NO,NO,NO,Unknown,Unknown,Unknown,44.97448559,-93.26965805,-10382730.84,5617505.659,1,Downtown West,2019/02/25 08:20:37+00
113843,19-053921,2019/02/24 15:59:32+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Native American,Native American,Male,44.97592,-93.27306,-10383109.06,5617730.617,1,Downtown West,2019/02/25 08:20:38+00
113844,19-053933,2019/02/24 16:19:26+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.92871,-93.23847,-10379258.82,5610305.448,3,Standish,2019/02/25 08:20:38+00
113845,19-053967,2019/02/24 17:03:51+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,44.99968716,-93.28952198,-10384942.08,5621472.236,4,Hawthorne,2019/02/25 08:20:39+00
113846,19-053994,2019/02/24 17:27:10+00,Citizen / 9-1-1,Suspicious Person (P),SNT-Sent,NO,NO,NO,White,White,Male,44.92961535,-93.22545685,-10377810.39,5610447.661,3,Standish,2019/02/25 08:20:37+00
113847,19-053998,2019/02/24 17:33:08+00,Investigative,Suspicious Person (P),SNT-Sent,NO,NO,NO,Unknown,Native American,Female,44.99914,-93.28799,-10384771.51,5621385.814,4,Hawthorne,2019/02/25 08:20:38+00
113848,19-054043,2019/02/24 18:31:25+00,Investigative,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,44.99913516,-93.28682309,-10384641.64,5621385.336,4,Near - North,2019/02/25 08:20:39+00
113849,19-054082,2019/02/24 19:20:22+00,Citizen / 9-1-1,Suspicious Vehicle (P),UNF-Unfounded,NO,NO,NO,Unknown,Unknown,Unknown,44.92603437,-93.22084546,-10377297.05,5609884.618,3,Hiawatha,2019/02/25 08:20:37+00
113850,19-054094,2019/02/24 19:47:15+00,Investigative,Suspicious Person (P),SNT-Sent,NO,YES,NO,White,White,Male,45.01586846,-93.24734023,-10380246.43,5624019.996,2,Audubon Park,2019/02/25 08:20:37+00
113851,19-054098,2019/02/24 19:57:50+00,Equipment Violation,Traffic Law Enforcement (P),TRN-Transport,NO,NO,NO,Unknown,White,Male,44.99871,-93.23972,-10379397.81,5621318.197,2,Northeast Park,2019/02/25 08:20:38+00
113852,19-054099,2019/02/24 19:58:53+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,44.99914804,-93.29181556,-10385197.4,5621387.364,4,Near - North,2019/02/25 08:20:36+00
113853,19-054136,2019/02/24 21:00:51+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Male,44.92238506,-93.32400689,-10388780.93,5609310.867,5,Linden Hills,2019/02/25 08:20:37+00
113854,19-054165,2019/02/24 21:26:43+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Latino,Male,44.89307444,-93.2781088,-10383671.57,5604703.924,5,Windom,2019/02/25 08:20:39+00
113855,19-054182,2019/02/24 21:38:25+00,Citizen / 9-1-1,Suspicious Person (P),BKG-Booking,NO,YES,NO,Black,Black,Male,45.01773639,-93.30572093,-10386745.34,5624314.15,4,Folwell,2019/02/25 08:20:37+00
113856,19-054225,2019/02/24 22:13:17+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.95642346,-93.27657546,-10383500.88,5614663.858,5,Whittier,2019/02/25 08:20:37+00
113857,19-054258,2019/02/24 22:42:48+00,,Traffic Law Enforcement (P),ADV-Advised,,,,,,,44.97343,-93.22137,-10377355.09,5617340.048,2,Prospect Park - East River Road,2019/02/25 08:20:38+00
113858,19-054292,2019/02/24 23:07:11+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.99090868,-93.25157717,-10380718.09,5620090.358,2,Marcy Holmes,2019/02/25 08:20:39+00
113859,19-054308,2019/02/24 23:19:36+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,White,White,Male,45.02137101,-93.3108262,-10387313.66,5624886.542,4,Cleveland,2019/02/25 08:20:39+00
113860,19-054310,2019/02/24 23:19:43+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.99913768,-93.28875577,-10384856.79,5621385.732,4,Hawthorne,2019/02/25 08:20:39+00
113861,19-054355,2019/02/25 00:03:07+00,Investigative,Suspicious Vehicle (P),SEC- Secured,NO,NO,NO,Unknown,Unknown,Unknown,44.95464417,-93.28932182,-10384919.8,5614383.963,5,Lowry Hill East,2019/02/25 08:20:39+00
113862,19-054377,2019/02/25 00:26:07+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,44.95914,-93.25113,-10380668.15,5615090.424,3,East Phillips,2019/02/25 08:20:38+00
113863,19-054400,2019/02/25 00:58:15+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.9843219,-93.28367493,-10384291.19,5619053.628,1,North Loop,2019/02/25 08:20:39+00
113864,19-054452,2019/02/25 01:39:59+00,Citizen / 9-1-1,Suspicious Vehicle (P),SNT-Sent,NO,NO,NO,Unknown,Black,Female,44.94052459,-93.27405937,-10383220.79,5612163.155,3,Central,2019/02/25 08:20:37+00
113865,19-054531,2019/02/25 02:46:45+00,Citizen / 9-1-1,Suspicious Vehicle (P),UTL-Unable to Locate,NO,NO,NO,Unknown,Unknown,Unknown,44.97798,-93.2748,-10383303.04,5618056.12,1,Downtown West,2019/02/25 08:20:38+00
113866,19-054599,2019/02/25 03:34:15+00,Equipment Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Black,Male,44.97094587,-93.21813126,-10376994.9,5616948.668,2,Prospect Park - East River Road,2019/02/25 08:20:39+00
113867,19-054607,2019/02/25 03:40:02+00,Citizen / 9-1-1,Suspicious Person (P),UNF-Unfounded,NO,NO,NO,Black,Unknown,Male,44.97236806,-93.26312004,-10382003.03,5617172.451,1,Elliot Park,2019/02/25 08:20:37+00
113868,19-054665,2019/02/25 04:33:33+00,Citizen / 9-1-1,Suspicious Person (P),ADV-Advised,NO,NO,NO,Black,Black,Male,44.97719168,-93.28158514,-10384058.56,5617931.497,1,North Loop,2019/02/25 08:20:39+00
113869,19-054780,2019/02/25 09:54:55+00,Investigative,Suspicious Person (P),SNT-Sent,NO,NO,NO,Unknown,Unknown,Unknown,44.9639669,-93.26383258,-10382082.35,5615850.595,3,Ventura Village,2019/02/26 08:20:37+00
113870,19-054861,2019/02/25 11:40:19+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Other,Female,44.99841101,-93.26885818,-10382641.8,5621271.336,2,St. Anthony West,2019/02/26 08:20:39+00
113871,19-054935,2019/02/25 13:00:17+00,Citizen / 9-1-1,Suspicious Person (P),AOK- All OK,NO,NO,NO,Unknown,Unknown,Unknown,44.9386332,-93.247363,-10380248.97,5611865.707,3,Powderhorn Park,2019/02/26 08:20:37+00
113872,19-054943,2019/02/25 13:07:37+00,Equipment Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Female,45.01316,-93.25244,-10380814.08,5623593.585,2,Holland,2019/02/26 08:20:38+00
113873,19-054960,2019/02/25 13:29:07+00,Moving Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Black,Black,Male,44.94739112,-93.23718062,-10379115.47,5613243.093,3,Longfellow,2019/02/26 08:20:39+00
113874,19-054964,2019/02/25 13:32:19+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,45.01496813,-93.24823056,-10380345.54,5623878.22,2,Holland,2019/02/26 08:20:39+00
113875,19-054973,2019/02/25 13:40:30+00,Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,White,White,Male,45.0319213,-93.26356677,-10382052.76,5626548.243,2,Columbia Park,2019/02/26 08:20:39+00
113876,19-054979,2019/02/25 13:41:43+00,Citizen / 9-1-1,Suspicious Person (P),GOA-Gone on Arrival,NO,NO,NO,Black,Unknown,Male,44.94382029,-93.28814729,-10384789.05,5612681.473,5,Lyndale,2019/02/26 08:20:37+00
113877,19-054991,2019/02/25 13:53:24+00,Moving Violation,Suspicious Vehicle (P),TAG-Tagged,YES,NO,NO,Other,Other,Female,44.95957971,-93.25354148,-10380936.75,5615160.382,3,Ventura Village,2019/02/26 08:20:39+00
113878,19-055007,2019/02/25 14:03:57+00,Investigative,Suspicious Person (P),TAG-Tagged,YES,NO,NO,White,White,Male,44.97736687,-93.2717965,-10382968.89,5617959.067,1,Downtown West,2019/02/26 08:20:39+00
113879,19-055016,2019/02/25 14:09:12+00,Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,White,White,Female,44.94836,-93.26268,-10381953.77,5613394.872,3,Phillips West,2019/02/26 08:20:38+00
113880,19-055034,2019/02/25 14:29:49+00,Investigative,Suspicious Person (P),ADV-Advised,NO,NO,NO,East African,East African,Male,44.96897465,-93.2472583,-10380237.31,5616638.501,1,Cedar Riverside,2019/02/26 08:20:38+00
113881,19-055054,2019/02/25 14:52:41+00,Moving Violation,Traffic Law Enforcement (P),TAG-Tagged,YES,NO,NO,Unknown,Unknown,Male,44.99828085,-93.29411491,-10385453.37,5621250.845,4,Near - North,2019/02/26 08:20:39+00
113882,19-055061,2019/02/25 15:01:19+00,Investigative,Traffic Law Enforcement (P),BKG-Booking,NO,YES,YES,Black,Black,Male,45.01313654,-93.29107875,-10385115.38,5623589.803,4,McKinley,2019/02/26 08:20:39+00
113883,19-055066,2019/02/25 15:08:21+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,Black,Male,44.97559,-93.27528,-10383356.56,5617679.672,1,Downtown West,2019/02/26 08:20:38+00
113884,19-055098,2019/02/25 15:37:12+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Female,45.00438306,-93.23597176,-10378980.9,5622211.536,2,Northeast Park,2019/02/26 08:20:39+00
113885,19-055101,2019/02/25 15:38:38+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Unknown,Unknown,Unknown,45.01592402,-93.30444726,-10386603.56,5624028.746,4,Folwell,2019/02/26 08:20:37+00
113886,19-055113,2019/02/25 15:52:07+00,Citizen / 9-1-1,Suspicious Vehicle (P),ADV-Advised,NO,NO,NO,Unknown,Unknown,Unknown,45.02389833,-93.27338765,-10383146.02,5625284.573,2,Marshall Terrace,2019/02/26 08:20:39+00
113887,19-055114,2019/02/25 15:56:09+00,Citizen / 9-1-1,Suspicious Vehicle (P),TOW-Towed,NO,NO,YES,Unknown,Unknown,Unknown,45.04393,-93.30297,-10386438.59,5628439.556,4,Shingle Creek,2019/02/26 08:20:38+00
113888,19-055165,2019/02/25 16:50:36+00,Citizen / 9-1-1,Suspicious Person (P),UTL-Unable to Locate,NO,NO,NO,White,Unknown,Male,44.94565104,-93.23893067,-10379310.28,5612969.408,3,Corcoran,2019/02/26 08:20:38+00
113889,19-055190,2019/02/25 17:16:03+00,Citizen / 9-1-1,Suspicious Vehicle (P),GOA-Gone on Arrival,NO,NO,NO,Black,Black,Male,44.98087015,-93.3013671,-10386260.68,5618510.386,4,Harrison,2019/02/26 08:20:37+00
113890,19-055194,2019/02/25 17:17:53+00,Moving Violation,Traffic Law Enforcement (P),ADV-Advised,NO,NO,NO,Unknown,White,Male,44.9627,-93.288,-10384773.15,5615651.703,5,Steven's Square - Loring Heights,2019/02/26 08:20:38+00
113891,19-055205,2019/02/25 17:22:25+00,Investigative,Traffic Law Enforcement (P),INF-Information,NO,NO,NO,Unknown,Black,Male,45.01144,-93.30823,-10387024.83,5623322.032,4,Jordan,2019/02/26 08:20:38+00
